DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,QUARTER,MONTH
0.00,0.00,1014006,1393008,4,11
0.00,0.00,1015406,1219702,2,6
0.00,0.00,1015406,1219702,3,7
0.00,0.00,1015406,1219702,3,8
0.00,0.00,1015406,1219702,4,10
0.00,0.00,1015406,1247805,1,1
0.00,0.00,1015406,1247805,1,2
0.00,0.00,1015406,1247805,1,3
0.00,0.00,1015406,1247805,2,4
0.00,0.00,1015406,1247805,2,6
0.00,0.00,1015406,1247805,3,7
0.00,0.00,1015406,1247805,3,8
0.00,0.00,1015406,1247805,3,9
0.00,0.00,1015406,1247805,4,10
0.00,0.00,1017205,1198202,2,6
0.00,0.00,1018502,1046602,1,1
0.00,0.00,1019408,1019408,3,9
0.00,0.00,1019408,1019408,4,11
0.00,0.00,1024702,1163003,2,5
0.00,0.00,1025702,1143302,2,5
0.00,0.00,1025703,1530402,4,10
0.00,0.00,1029906,1030402,1,1
0.00,0.00,1029906,1030402,1,2
0.00,0.00,1029906,1030402,2,4
0.00,0.00,1029906,1030402,2,5
0.00,0.00,1029906,1030402,2,6
0.00,0.00,1029906,1133602,3,9
0.00,0.00,1029906,1491902,1,1
0.00,0.00,1029906,1491902,2,5
0.00,0.00,1030402,1055102,1,1
0.00,0.00,1030402,1055102,1,2
0.00,0.00,1030402,1055102,2,4
0.00,0.00,1030402,1055102,2,5
0.00,0.00,1030402,1055102,2,6
0.00,0.00,1039707,1043106,2,5
0.00,0.00,1039707,1129806,1,2
0.00,0.00,1039707,1134402,1,1
0.00,0.00,1039707,1197705,1,3
0.00,0.00,1039707,1289208,1,1
0.00,0.00,1039707,1289208,1,3
0.00,0.00,1039707,1299206,1,1
0.00,0.00,1039707,1299206,1,3
0.00,0.00,1039707,1299206,2,4
0.00,0.00,1039707,1324402,2,6
0.00,0.00,1039707,1330303,2,6
0.00,0.00,1039707,1467903,1,1
0.00,0.00,1039707,1469608,1,1
0.00,0.00,1039707,1473004,2,4
0.00,0.00,1039707,1478302,1,1
0.00,0.00,1039707,1487706,1,1
0.00,0.00,1039707,1530402,2,6
0.00,0.00,1039707,1621802,2,5
0.00,0.00,1039708,1043106,3,8
0.00,0.00,1039708,1079206,3,8
0.00,0.00,1039708,1129806,4,10
0.00,0.00,1039708,1143302,3,8
0.00,0.00,1039708,1199502,4,11
0.00,0.00,1039708,1233904,3,7
0.00,0.00,1039708,1320403,3,8
0.00,0.00,1039708,1449203,4,11
0.00,0.00,1039708,1452402,4,11
0.00,0.00,1039708,1467903,4,10
0.00,0.00,1039708,1530402,3,9
0.00,0.00,1039708,1621802,4,10
0.00,0.00,1040805,1143302,3,9
0.00,0.00,1042302,1226402,1,1
0.00,0.00,1042302,1348702,1,1
0.00,0.00,1043106,1039707,2,5
0.00,0.00,1043106,1039708,3,8
0.00,0.00,1046602,1018502,1,1
0.00,0.00,1054005,1082106,2,4
0.00,0.00,1054005,1161802,2,4
0.00,0.00,1055102,1029906,1,1
0.00,0.00,1055102,1029906,1,2
0.00,0.00,1055102,1029906,2,4
0.00,0.00,1055102,1029906,2,5
0.00,0.00,1055102,1029906,2,6
0.00,0.00,1055902,1039707,1,3
0.00,0.00,1055902,1334103,3,9
0.00,0.00,1056203,1320402,1,2
0.00,0.00,1061302,1585502,1,1
0.00,0.00,1061302,1585502,1,2
0.00,0.00,1061302,1585502,1,3
0.00,0.00,1061302,1585502,2,4
0.00,0.00,1061302,1585502,2,5
0.00,0.00,1061302,1585502,2,6
0.00,0.00,1061302,1585502,3,7
0.00,0.00,1061302,1585502,3,9
0.00,0.00,1064705,1039708,3,9
0.00,0.00,1064705,1393008,3,7
0.00,0.00,1068304,1288403,4,10
0.00,0.00,1069302,1161802,2,5
0.00,0.00,1069302,1209402,1,2
0.00,0.00,1069302,1389101,1,3
0.00,0.00,1069302,1486903,1,3
0.00,0.00,1071302,1486903,4,11
0.00,0.00,1072102,1039707,2,5
0.00,0.00,1072102,1161802,1,2
0.00,0.00,1072102,1169706,2,6
0.00,0.00,1072102,1239103,2,4
0.00,0.00,1072102,1239103,2,5
0.00,0.00,1072102,1430604,1,1
0.00,0.00,1072102,1430604,1,2
0.00,0.00,1072102,1430604,1,3
0.00,0.00,1072102,1430604,2,4
0.00,0.00,1072102,1432105,1,2
0.00,0.00,1072102,1432105,1,3
0.00,0.00,1072102,1432105,2,4
0.00,0.00,1072102,1432105,2,5
0.00,0.00,1072102,1432105,2,6
0.00,0.00,1072102,1463502,1,2
0.00,0.00,1072103,1015406,3,7
0.00,0.00,1072103,1064705,3,9
0.00,0.00,1072103,1104206,3,9
0.00,0.00,1072103,1119302,3,8
0.00,0.00,1072103,1127805,3,7
0.00,0.00,1072103,1127805,3,7
0.00,0.00,1072103,1127805,3,8
0.00,0.00,1072103,1348702,3,7
0.00,0.00,1077507,1163004,4,10
0.00,0.00,1077507,1470904,4,10
0.00,0.00,1078502,1393008,2,6
0.00,0.00,1079206,1039708,4,10
0.00,0.00,1079206,1143302,4,11
0.00,0.00,1079206,1226403,4,11
0.00,0.00,1079206,1247805,4,11
0.00,0.00,1079206,1320403,4,10
0.00,0.00,1080003,1289208,2,5
0.00,0.00,1082106,1082106,3,9
0.00,0.00,1082106,1082106,4,10
0.00,0.00,1082106,1082106,4,11
0.00,0.00,1082106,1127805,1,1
0.00,0.00,1082106,1143302,1,1
0.00,0.00,1082106,1161802,2,5
0.00,0.00,1082106,1247805,3,9
0.00,0.00,1082106,1584202,1,1
0.00,0.00,1084907,1129202,1,3
0.00,0.00,1084907,1129806,1,1
0.00,0.00,1087402,1393102,2,4
0.00,0.00,1099402,1143302,2,6
0.00,0.00,1099402,1143302,4,11
0.00,0.00,1099402,1161802,2,5
0.00,0.00,1099402,1169707,3,9
0.00,0.00,1099402,1239103,1,1
0.00,0.00,1099402,1349505,1,1
0.00,0.00,1099402,1393008,3,7
0.00,0.00,1104205,1161802,1,1
0.00,0.00,1104205,1169706,1,1
0.00,0.00,1104205,1410702,2,4
0.00,0.00,1104206,1039708,3,9
0.00,0.00,1104206,1143302,4,11
0.00,0.00,1104206,1412202,4,10
0.00,0.00,1105703,1219702,1,3
0.00,0.00,1105703,1530402,1,2
0.00,0.00,1105704,1393008,3,8
0.00,0.00,1106606,1219702,1,2
0.00,0.00,1106606,1219702,1,3
0.00,0.00,1106606,1226603,1,1
0.00,0.00,1106606,1295304,1,1
0.00,0.00,1112301,1334102,2,4
0.00,0.00,1112605,1484306,3,8
0.00,0.00,1112605,1562603,3,8
0.00,0.00,1119302,1039707,1,1
0.00,0.00,1119302,1039708,3,9
0.00,0.00,1119302,1082106,4,11
0.00,0.00,1119302,1106703,1,2
0.00,0.00,1119302,1119302,4,11
0.00,0.00,1119302,1226402,1,1
0.00,0.00,1119302,1289208,1,2
0.00,0.00,1119302,1393008,3,8
0.00,0.00,1119302,1501606,2,6
0.00,0.00,1119302,1530402,2,4
0.00,0.00,1125904,1069302,1,2
0.00,0.00,1125904,1226402,1,3
0.00,0.00,1125904,1334207,1,2
0.00,0.00,1125905,1233904,3,7
0.00,0.00,1127805,1072103,3,7
0.00,0.00,1127805,1072103,3,7
0.00,0.00,1127805,1161802,1,1
0.00,0.00,1127805,1161802,1,2
0.00,0.00,1129202,1169706,2,5
0.00,0.00,1129202,1383002,1,1
0.00,0.00,1129202,1452401,1,1
0.00,0.00,1129202,1452401,1,3
0.00,0.00,1129203,1072103,3,8
0.00,0.00,1129203,1419307,3,8
0.00,0.00,1129806,1039707,1,2
0.00,0.00,1133602,1029906,3,9
0.00,0.00,1134402,1216306,1,1
0.00,0.00,1143302,1017205,2,6
0.00,0.00,1143302,1025702,2,5
0.00,0.00,1143302,1039708,3,8
0.00,0.00,1143302,1068304,4,10
0.00,0.00,1143302,1079206,4,11
0.00,0.00,1143302,1099402,2,6
0.00,0.00,1143302,1099402,4,11
0.00,0.00,1143302,1161803,3,9
0.00,0.00,1143302,1161803,4,11
0.00,0.00,1143302,1221702,3,9
0.00,0.00,1143302,1320403,4,11
0.00,0.00,1143302,1348502,2,5
0.00,0.00,1143302,1348702,1,3
0.00,0.00,1143302,1349505,1,1
0.00,0.00,1143302,1387103,3,9
0.00,0.00,1143302,1530402,4,11
0.00,0.00,1143302,1538005,4,10
0.00,0.00,1154005,1082106,1,1
0.00,0.00,1161802,1058102,2,4
0.00,0.00,1161802,1069302,2,5
0.00,0.00,1161802,1099402,2,5
0.00,0.00,1161802,1104205,1,1
0.00,0.00,1161802,1104205,2,5
0.00,0.00,1161802,1105703,1,1
0.00,0.00,1161802,1198603,2,5
0.00,0.00,1161802,1199502,2,4
0.00,0.00,1161802,1232305,2,5
0.00,0.00,1161802,1319801,2,5
0.00,0.00,1161802,1348502,1,2
0.00,0.00,1161802,1348502,2,5
0.00,0.00,1161802,1349505,2,6
0.00,0.00,1161802,1412202,1,2
0.00,0.00,1161802,1489302,1,3
0.00,0.00,1161803,1143302,4,11
0.00,0.00,1161803,1161803,4,10
0.00,0.00,1161803,1226403,3,7
0.00,0.00,1161803,1245103,3,7
0.00,0.00,1161803,1289209,3,9
0.00,0.00,1161803,1348502,3,7
0.00,0.00,1161803,1412202,3,9
0.00,0.00,1161803,1498603,4,11
0.00,0.00,1163003,1024702,2,4
0.00,0.00,1163003,1024702,2,5
0.00,0.00,1163003,1163003,1,3
0.00,0.00,1163003,1183305,2,4
0.00,0.00,1163003,1184404,2,4
0.00,0.00,1163003,1261501,1,1
0.00,0.00,1163003,1376802,1,1
0.00,0.00,1163003,1523602,1,3
0.00,0.00,1163004,1223502,4,10
0.00,0.00,1163004,1301604,3,7
0.00,0.00,1169706,1129202,2,5
0.00,0.00,1169707,1129203,3,7
0.00,0.00,1169707,1143302,4,10
0.00,0.00,1183305,1163003,2,4
0.00,0.00,1188402,1486903,3,8
0.00,0.00,1188402,1486903,4,10
0.00,0.00,1197705,1412202,4,10
0.00,0.00,1198202,1143302,2,6
0.00,0.00,1198604,1161803,3,7
0.00,0.00,1199502,1039708,4,11
0.00,0.00,1199603,1129203,3,8
0.00,0.00,1209402,1069302,1,2
0.00,0.00,1216306,1400906,1,1
0.00,0.00,1219103,1477104,2,5
0.00,0.00,1219104,1474703,3,9
0.00,0.00,1219702,1015406,2,6
0.00,0.00,1219702,1015406,3,7
0.00,0.00,1219702,1015406,3,8
0.00,0.00,1219702,1015406,3,9
0.00,0.00,1219702,1015406,4,10
0.00,0.00,1219702,1143302,1,3
0.00,0.00,1219702,1225003,1,1
0.00,0.00,1219702,1225003,1,2
0.00,0.00,1219702,1225003,1,3
0.00,0.00,1219702,1225003,2,4
0.00,0.00,1219702,1225003,2,5
0.00,0.00,1219702,1225003,3,8
0.00,0.00,1219702,1225003,4,10
0.00,0.00,1219702,1354102,1,1
0.00,0.00,1219702,1354102,1,2
0.00,0.00,1219702,1354102,1,3
0.00,0.00,1219702,1354102,2,4
0.00,0.00,1219702,1410005,1,3
0.00,0.00,1220606,1220606,4,11
0.00,0.00,1221702,1143302,3,9
0.00,0.00,1223502,1163004,4,10
0.00,0.00,1225003,1247805,1,2
0.00,0.00,1225003,1247805,1,3
0.00,0.00,1225003,1247805,3,7
0.00,0.00,1225003,1247805,3,8
0.00,0.00,1225003,1247805,3,9
0.00,0.00,1226402,1042302,1,1
0.00,0.00,1226402,1078502,1,1
0.00,0.00,1226402,1127805,1,1
0.00,0.00,1226402,1129806,1,1
0.00,0.00,1226402,1405702,1,3
0.00,0.00,1226402,1468305,1,1
0.00,0.00,1226403,1079206,4,11
0.00,0.00,1226403,1104206,3,8
0.00,0.00,1226403,1143302,3,7
0.00,0.00,1226603,1142308,1,3
0.00,0.00,1226603,1325603,1,1
0.00,0.00,1226603,1419306,1,3
0.00,0.00,1226603,1483106,1,1
0.00,0.00,1226603,1501606,1,1
0.00,0.00,1226604,1348702,4,11
0.00,0.00,1227806,1393008,4,11
0.00,0.00,1232102,1427302,1,1
0.00,0.00,1232102,1427302,1,2
0.00,0.00,1232102,1427302,2,4
0.00,0.00,1232102,1427302,2,5
0.00,0.00,1232102,1427302,2,6
0.00,0.00,1233904,1039708,3,7
0.00,0.00,1233904,1348702,2,5
0.00,0.00,1233904,1473004,4,11
0.00,0.00,1239103,1072102,2,5
0.00,0.00,1239103,1099402,1,1
0.00,0.00,1245102,1161802,2,4
0.00,0.00,1245102,1349505,1,2
0.00,0.00,1245103,1161803,3,7
0.00,0.00,1245103,1295304,4,11
0.00,0.00,1247805,1015406,1,2
0.00,0.00,1247805,1015406,2,5
0.00,0.00,1247805,1015406,2,6
0.00,0.00,1247805,1015406,3,7
0.00,0.00,1247805,1015406,3,8
0.00,0.00,1247805,1015406,3,9
0.00,0.00,1247805,1015406,4,10
0.00,0.00,1247805,1039707,1,1
0.00,0.00,1247805,1169706,2,6
0.00,0.00,1247805,1225003,1,2
0.00,0.00,1247805,1225003,1,3
0.00,0.00,1247805,1225003,3,7
0.00,0.00,1247805,1225003,3,8
0.00,0.00,1247805,1225003,3,9
0.00,0.00,1247805,1247805,4,10
0.00,0.00,1247805,1295304,1,1
0.00,0.00,1247805,1320403,3,8
0.00,0.00,1247805,1349506,3,7
0.00,0.00,1247805,1354102,1,2
0.00,0.00,1247805,1354102,2,6
0.00,0.00,1247805,1354103,3,7
0.00,0.00,1247805,1354103,3,8
0.00,0.00,1247805,1354103,3,9
0.00,0.00,1247805,1389101,3,7
0.00,0.00,1247805,1412202,3,8
0.00,0.00,1261501,1184404,1,1
0.00,0.00,1288403,1143302,4,10
0.00,0.00,1288904,1039708,3,9
0.00,0.00,1288904,1233904,2,6
0.00,0.00,1289209,1039708,4,10
0.00,0.00,1289209,1161803,3,9
0.00,0.00,1289209,1289209,3,9
0.00,0.00,1289209,1289209,4,10
0.00,0.00,1295304,1106606,1,1
0.00,0.00,1295304,1129202,2,5
0.00,0.00,1295304,1245103,4,11
0.00,0.00,1295304,1393008,1,2
0.00,0.00,1299206,1039707,1,1
0.00,0.00,1299206,1039707,1,3
0.00,0.00,1299206,1039707,2,4
0.00,0.00,1303402,1217305,2,5
0.00,0.00,1303402,1217305,3,7
0.00,0.00,1303402,1217305,3,8
0.00,0.00,1306106,1504302,2,5
0.00,0.00,1319801,1143302,1,1
0.00,0.00,1319801,1393008,2,6
0.00,0.00,1319802,1169707,4,11
0.00,0.00,1320402,1056203,1,2
0.00,0.00,1320403,1039708,3,8
0.00,0.00,1320403,1069303,4,10
0.00,0.00,1320403,1143302,4,11
0.00,0.00,1320403,1161803,3,7
0.00,0.00,1320403,1169707,4,10
0.00,0.00,1320403,1247805,3,8
0.00,0.00,1320403,1320403,3,9
0.00,0.00,1320403,1484306,3,8
0.00,0.00,1323202,1233904,3,7
0.00,0.00,1323202,1247805,3,7
0.00,0.00,1323202,1393102,4,11
0.00,0.00,1323202,1410702,1,1
0.00,0.00,1323202,1426204,1,3
0.00,0.00,1323202,1489302,2,4
0.00,0.00,1324402,1069302,1,2
0.00,0.00,1324402,1161802,2,6
0.00,0.00,1324402,1591905,1,2
0.00,0.00,1324403,1393008,4,11
0.00,0.00,1325603,1226603,1,1
0.00,0.00,1329605,1329605,4,10
0.00,0.00,1329605,1329605,4,11
0.00,0.00,1330303,1039707,2,6
0.00,0.00,1330303,1072102,2,4
0.00,0.00,1330304,1289209,3,9
0.00,0.00,1330304,1330304,4,10
0.00,0.00,1334102,1348702,2,4
0.00,0.00,1334207,1119302,3,9
0.00,0.00,1348502,1143302,2,5
0.00,0.00,1348702,1042302,1,1
0.00,0.00,1348702,1143302,1,3
0.00,0.00,1348702,1143302,4,10
0.00,0.00,1348702,1226403,3,9
0.00,0.00,1348702,1233904,2,5
0.00,0.00,1348702,1393008,3,8
0.00,0.00,1348702,1393008,4,11
0.00,0.00,1348702,1405702,1,1
0.00,0.00,1348702,1412202,1,3
0.00,0.00,1348702,1530402,2,4
0.00,0.00,1349505,1099402,1,1
0.00,0.00,1349505,1143302,1,1
0.00,0.00,1349505,1245102,1,2
0.00,0.00,1349505,1473004,1,2
0.00,0.00,1349505,1486903,2,5
0.00,0.00,1349505,1501606,1,3
0.00,0.00,1349506,1247805,3,7
0.00,0.00,1354102,1219702,1,1
0.00,0.00,1354102,1219702,1,2
0.00,0.00,1354102,1219702,1,3
0.00,0.00,1354102,1219702,2,4
0.00,0.00,1354102,1247805,1,2
0.00,0.00,1354102,1247805,2,6
0.00,0.00,1354103,1247805,3,7
0.00,0.00,1354103,1247805,3,8
0.00,0.00,1354103,1247805,3,9
0.00,0.00,1354103,1398402,4,10
0.00,0.00,1368903,1039707,1,1
0.00,0.00,1376802,1163003,1,1
0.00,0.00,1379611,1289209,4,10
0.00,0.00,1385103,1410702,2,5
0.00,0.00,1387103,1143302,3,9
0.00,0.00,1389101,1389101,3,9
0.00,0.00,1389101,1389101,4,11
0.00,0.00,1393008,1039708,3,8
0.00,0.00,1393008,1069302,2,4
0.00,0.00,1393008,1119302,1,1
0.00,0.00,1393008,1119302,3,8
0.00,0.00,1393008,1142309,4,11
0.00,0.00,1393008,1143302,4,11
0.00,0.00,1393008,1198604,3,8
0.00,0.00,1393008,1199502,1,2
0.00,0.00,1393008,1227806,4,11
0.00,0.00,1393008,1295304,1,2
0.00,0.00,1393008,1324403,3,8
0.00,0.00,1393008,1348702,4,11
0.00,0.00,1393008,1393008,4,11
0.00,0.00,1393008,1410703,3,8
0.00,0.00,1393008,1445703,3,8
0.00,0.00,1393008,1468306,4,11
0.00,0.00,1393008,1509602,4,11
0.00,0.00,1393008,1530402,1,1
0.00,0.00,1393102,1087402,2,4
0.00,0.00,1393102,1226402,2,5
0.00,0.00,1393102,1452402,3,7
0.00,0.00,1393305,1169707,3,8
0.00,0.00,1398402,1354103,3,9
0.00,0.00,1398402,1354103,4,10
0.00,0.00,1400906,1039707,1,1
0.00,0.00,1402702,1295304,3,8
0.00,0.00,1405702,1348702,1,1
0.00,0.00,1405702,1410702,1,1
0.00,0.00,1410005,1082106,2,5
0.00,0.00,1410005,1247805,1,1
0.00,0.00,1410005,1247805,1,2
0.00,0.00,1410005,1348702,1,1
0.00,0.00,1410006,1410006,3,9
0.00,0.00,1410702,1289208,1,1
0.00,0.00,1410702,1330303,2,4
0.00,0.00,1410702,1348702,2,6
0.00,0.00,1410703,1247805,3,8
0.00,0.00,1410703,1247805,3,9
0.00,0.00,1410703,1410703,3,9
0.00,0.00,1410703,1410703,4,10
0.00,0.00,1410703,1457002,3,9
0.00,0.00,1411206,1039708,3,7
0.00,0.00,1412202,1039707,1,3
0.00,0.00,1412202,1039708,4,10
0.00,0.00,1412202,1143302,3,9
0.00,0.00,1412202,1226603,2,5
0.00,0.00,1412202,1393008,4,11
0.00,0.00,1412202,1457607,4,11
0.00,0.00,1412202,1530402,2,5
0.00,0.00,1419306,1226603,1,3
0.00,0.00,1427302,1029906,1,1
0.00,0.00,1427302,1029906,1,2
0.00,0.00,1427302,1029906,2,4
0.00,0.00,1427302,1029906,2,5
0.00,0.00,1427302,1029906,2,6
0.00,0.00,1430604,1072102,1,1
0.00,0.00,1430604,1072102,1,2
0.00,0.00,1430604,1072102,1,3
0.00,0.00,1430604,1072102,2,4
0.00,0.00,1431403,1129203,3,9
0.00,0.00,1445703,1393008,3,8
0.00,0.00,1448903,1129202,1,3
0.00,0.00,1449202,1161802,2,5
0.00,0.00,1449202,1319801,1,1
0.00,0.00,1449202,1320402,1,1
0.00,0.00,1449202,1473004,1,2
0.00,0.00,1449203,1039708,4,11
0.00,0.00,1449203,1161803,3,7
0.00,0.00,1449203,1524906,4,11
0.00,0.00,1451202,1451202,3,9
0.00,0.00,1451202,1451202,4,10
0.00,0.00,1451202,1451202,4,11
0.00,0.00,1452401,1129202,1,1
0.00,0.00,1452402,1039708,4,11
0.00,0.00,1453302,1487706,1,1
0.00,0.00,1457002,1039707,1,2
0.00,0.00,1457002,1143302,1,2
0.00,0.00,1457607,1393008,2,6
0.00,0.00,1463502,1072102,1,2
0.00,0.00,1463502,1463502,1,2
0.00,0.00,1467903,1039707,1,1
0.00,0.00,1467903,1039708,4,10
0.00,0.00,1467903,1247805,2,6
0.00,0.00,1468306,1468306,3,9
0.00,0.00,1468503,1125905,3,8
0.00,0.00,1468503,1212402,3,7
0.00,0.00,1469608,1039707,1,1
0.00,0.00,1469608,1039708,4,10
0.00,0.00,1470904,1077507,4,10
0.00,0.00,1473004,1349505,1,2
0.00,0.00,1473004,1449202,1,2
0.00,0.00,1473802,1091706,1,1
0.00,0.00,1474703,1039708,4,10
0.00,0.00,1474703,1161802,2,6
0.00,0.00,1474703,1348702,1,3
0.00,0.00,1474703,1474703,3,9
0.00,0.00,1474703,1474703,3,9
0.00,0.00,1474703,1474703,4,11
0.00,0.00,1474703,1486903,3,9
0.00,0.00,1476107,1320402,1,1
0.00,0.00,1477104,1129202,2,6
0.00,0.00,1477104,1129202,2,6
0.00,0.00,1477104,1288904,2,4
0.00,0.00,1477104,1477104,1,2
0.00,0.00,1478302,1039707,1,1
0.00,0.00,1483106,1219702,1,3
0.00,0.00,1483106,1348702,1,1
0.00,0.00,1484306,1082106,4,10
0.00,0.00,1484306,1112605,3,8
0.00,0.00,1484306,1161803,3,8
0.00,0.00,1484306,1219702,2,5
0.00,0.00,1484306,1502403,3,8
0.00,0.00,1484306,1502403,3,8
0.00,0.00,1484306,1502403,3,8
0.00,0.00,1486903,1071302,4,11
0.00,0.00,1486903,1072103,3,8
0.00,0.00,1486903,1143302,1,3
0.00,0.00,1486903,1188402,3,8
0.00,0.00,1486903,1188402,4,10
0.00,0.00,1486903,1349505,2,5
0.00,0.00,1486903,1410702,2,4
0.00,0.00,1486903,1431403,3,9
0.00,0.00,1487706,1453302,1,1
0.00,0.00,1489302,1161802,1,1
0.00,0.00,1489302,1486903,2,4
0.00,0.00,1489302,1486903,3,7
0.00,0.00,1490804,1129203,4,10
0.00,0.00,1490804,1323202,4,11
0.00,0.00,1490804,1379611,3,8
0.00,0.00,1495203,1320402,2,5
0.00,0.00,1498603,1161803,4,11
0.00,0.00,1498603,1530402,3,9
0.00,0.00,1501606,1129202,1,1
0.00,0.00,1501606,1226603,1,1
0.00,0.00,1501606,1410702,2,5
0.00,0.00,1502403,1484306,3,8
0.00,0.00,1502403,1562603,3,8
0.00,0.00,1502705,1484306,3,8
0.00,0.00,1509602,1393008,4,11
0.00,0.00,1530402,1039707,2,6
0.00,0.00,1530402,1039708,3,9
0.00,0.00,1530402,1064705,3,7
0.00,0.00,1530402,1143302,4,11
0.00,0.00,1530402,1348702,2,4
0.00,0.00,1530402,1412202,2,5
0.00,0.00,1532305,1323202,3,8
0.00,0.00,1538005,1143302,4,10
0.00,0.00,1541206,1039708,4,11
0.00,0.00,1562603,1112605,3,8
0.00,0.00,1562603,1484306,3,8
0.00,0.00,1562603,1502403,3,8
0.00,0.00,1584102,1425605,2,6
0.00,0.00,1584202,1154005,1,1
0.00,0.00,1585502,1061302,1,1
0.00,0.00,1585502,1061302,1,2
0.00,0.00,1585502,1061302,1,3
0.00,0.00,1585502,1061302,2,4
0.00,0.00,1585502,1061302,2,5
0.00,0.00,1585502,1061302,2,6
0.00,0.00,1585502,1061302,3,7
0.00,0.00,1585502,1061302,3,9
0.00,0.00,1599102,1281902,1,2
0.00,0.00,1621802,1289208,1,3
1.00,0.00,1000101,1005601,3,7
1.00,0.00,1000901,1017004,3,8
1.00,0.00,1000901,1017004,3,9
1.00,0.00,1000901,1272102,3,9
1.00,0.00,1001104,1139902,2,6
1.00,0.00,1001104,1274505,2,6
1.00,0.00,1001403,1163004,3,8
1.00,0.00,1003301,1003301,3,9
1.00,0.00,1003301,1470904,3,7
1.00,0.00,1003901,1163004,3,7
1.00,0.00,1003901,1163004,3,8
1.00,0.00,1004201,1005601,2,4
1.00,0.00,1005601,1000101,3,7
1.00,0.00,1005601,1000101,3,8
1.00,0.00,1005601,1000601,3,7
1.00,0.00,1005601,1001701,4,11
1.00,0.00,1005601,1004201,2,4
1.00,0.00,1005601,1004201,2,5
1.00,0.00,1005601,1004201,3,8
1.00,0.00,1005601,1004701,3,8
1.00,0.00,1005601,1004701,4,11
1.00,0.00,1005601,1005601,3,7
1.00,0.00,1005601,1006301,3,8
1.00,0.00,1005601,1006301,3,8
1.00,0.00,1005601,1006301,3,9
1.00,0.00,1005601,1008801,2,5
1.00,0.00,1005601,1010001,3,8
1.00,0.00,1005601,1010001,4,10
1.00,0.00,1005601,1027801,1,1
1.00,0.00,1005601,1027801,1,1
1.00,0.00,1005601,1027801,1,2
1.00,0.00,1005601,1027801,2,4
1.00,0.00,1005601,1027801,2,4
1.00,0.00,1005601,1027801,2,6
1.00,0.00,1005601,1032401,1,1
1.00,0.00,1005601,1032401,3,7
1.00,0.00,1005601,1032401,3,9
1.00,0.00,1005601,1032401,4,10
1.00,0.00,1005601,1032401,4,11
1.00,0.00,1005601,1032401,4,11
1.00,0.00,1005601,1055601,2,5
1.00,0.00,1005601,1055601,3,8
1.00,0.00,1005601,1129901,1,3
1.00,0.00,1005601,1151301,1,2
1.00,0.00,1005601,1151301,4,11
1.00,0.00,1005601,1250904,1,1
1.00,0.00,1005601,1250904,3,7
1.00,0.00,1005601,1250904,3,9
1.00,0.00,1005601,1250904,3,9
1.00,0.00,1005601,1270501,1,3
1.00,0.00,1005601,1270501,4,11
1.00,0.00,1005601,1270501,4,11
1.00,0.00,1005601,1271201,1,2
1.00,0.00,1005601,1271201,1,2
1.00,0.00,1005601,1271201,2,5
1.00,0.00,1005601,1271201,4,11
1.00,0.00,1005601,1272102,3,9
1.00,0.00,1005601,1274301,2,5
1.00,0.00,1005601,1274301,3,7
1.00,0.00,1005601,1278201,1,2
1.00,0.00,1005601,1278201,2,5
1.00,0.00,1005601,1278201,2,6
1.00,0.00,1005601,1278201,3,9
1.00,0.00,1005601,1278201,4,11
1.00,0.00,1005601,1278501,1,1
1.00,0.00,1005601,1278501,1,2
1.00,0.00,1005601,1278501,1,3
1.00,0.00,1005601,1278501,2,4
1.00,0.00,1005601,1278501,2,5
1.00,0.00,1005601,1278501,3,8
1.00,0.00,1005601,1278501,4,10
1.00,0.00,1005601,1278501,4,11
1.00,0.00,1005601,1285401,4,10
1.00,0.00,1005601,1286901,1,2
1.00,0.00,1005601,1286901,1,3
1.00,0.00,1005601,1286901,1,3
1.00,0.00,1005601,1286901,2,5
1.00,0.00,1005601,1286901,2,5
1.00,0.00,1005601,1388801,3,9
1.00,0.00,1005601,1485501,4,10
1.00,0.00,1005601,1485501,4,10
1.00,0.00,1005601,1509101,1,1
1.00,0.00,1005601,1509101,1,3
1.00,0.00,1005601,1509101,2,6
1.00,0.00,1005601,1509101,4,10
1.00,0.00,1005601,1544601,1,3
1.00,0.00,1005601,1544601,2,6
1.00,0.00,1005601,1544601,4,11
1.00,0.00,1005601,1568101,3,7
1.00,0.00,1005601,1583601,2,4
1.00,0.00,1005601,1583601,4,10
1.00,0.00,1006301,1005601,3,7
1.00,0.00,1006301,1278201,3,8
1.00,0.00,1007605,1007605,2,6
1.00,0.00,1007605,1523602,2,6
1.00,0.00,1007605,1523602,3,8
1.00,0.00,1008601,1163004,3,9
1.00,0.00,1008801,1005601,2,4
1.00,0.00,1010001,1005601,2,6
1.00,0.00,1010001,1005601,3,8
1.00,0.00,1013506,1068503,1,2
1.00,0.00,1013506,1119302,2,6
1.00,0.00,1013506,1161802,1,1
1.00,0.00,1013506,1182304,2,4
1.00,0.00,1013506,1199502,2,6
1.00,0.00,1013506,1226603,2,5
1.00,0.00,1013506,1233904,1,1
1.00,0.00,1013506,1348702,1,3
1.00,0.00,1013506,1410005,1,1
1.00,0.00,1013506,1412202,1,3
1.00,0.00,1013507,1015805,4,10
1.00,0.00,1013507,1052907,3,8
